,entity_1,entity_2
68033,constituent,Base Astates
68034,Boolean Value,Rover Value
68035,Refs,Import Refs
68036,Rpc Statement,Module Statement
68037,Folder Resource,Abstract Resource
68038,Element Composite,Block
68039,Exchange Info,Variable
68040,virucide,property
68041,Land,tent-fly
68042,Node,Cloud
68043,Must Statement,Multiple Substatement
68044,Include,Artifact Classifier
68045,Element,Message Structure
68046,Petri Element,Petri Network
68047,Element,Option
68048,Task,Spawn Instruction
68049,Postinst Emacsen,File
68050,Google Issue,Google Label
68051,Custom Protocol,Protocol
68052,Vote,User
68053,computer_architecture,consequence
68054,Data Entity,Chart
68055,Language Ref,Language String
68056,user,taxonomy
68057,Schedule,Person
68058,Relational,Conditions
68059,Visibility,Visibility
68060,State,Entry Action
68061,Base Provide,Interface
68062,Instantiation,Block
68063,Definition,Feature Assignment
68064,Node,Children
68065,Or Join,Join Element
68066,alternative,status
68067,Repositorio,Procedimientos
68068,Boards,Project
68069,Cell,Container
68070,User,Active Transaction
68071,Statement,Document
68072,Expression,Obligation
68073,absencedetails,admin
68074,Inst Type,Instruction
68075,Query Statement,Selection
68076,Peripherique,Value
68077,Day,Daily Commits
68078,Task,Secure Connection
68079,Entidad Externa,Elemento
68080,Bug398890,Model
68081,State Change,Action
68082,Routes,File
68083,Switch Stmt,Simple Stmt
68084,Catalogue Element,Data Model
68085,Value Specification,Time Expression
68086,Noscript,Misc
68087,transition,Agent
68088,Action,Subroutine
68089,Icon Definition,Icon Data
68090,restraint,belongings
68091,Size,Exact Size
68092,Named Element,Message Content
68093,Modifier Invocation,Function Definition
68094,Person,Publication
68095,Command,Abstract Block
68096,Choreography,Program
68097,diphenylhydantoin,characteristic
68098,Scenario_chart,System_chart
68099,Layout Item,Widget Ref
68100,Cut,Event
68101,Example Row,Example
68102,Version,Model Information
68103,Parenthesized Type,Type
68104,Association,Idea
68105,Block,If Statement
68106,Analyzer,Knowledge
68107,Communication Object,Entity
68108,Resource Defn,Example
68109,Transition,Nail
68110,Class,Block
68111,land_site,Agent
68112,Port Class,Protocol Class
68113,function_definition,compound_statement
68114,Parent,Parent
68115,Functions,Computation
68116,Missing Container,Missing
68117,Type Mapping,Data Type
68118,Element,Constraint
68119,command,vermicide
68120,Input Clause,Literal Expression
68121,opening line,ticket
68122,From,Case
68123,Operation,Comp Operation
68124,Statechart,Event
68125,Game Object,Inventory
68126,Entities,Domain
68127,tungsten,degree_centigrade
68128,Component Property,Radio Button
68129,selection_statement,statement
68130,Assignment,Var Decl
68131,Function Call,Parameter Value
68132,Edges,Graph
68133,Named Element,Typedef
68134,Event,Cg
68135,Switch List,Condition Definition
68136,Em,Phrase
68137,Attribute Operand,Attribute Reference
68138,Attributes Object,Typed Object
68139,motorcycle,Handlebars
68140,Instruction,Log
68141,Duration Type,Broadcaster
68142,Template Process,Abstract Process
68143,Data,Model
68144,Sociogram Node,Team
68145,Whttp_ Header,Binding Fault
68146,Division,Employee
68147,Computation Node,Filter Node
68148,Admin,User
68149,Move,Sequence Command
68150,Digital Artifact,Rule
68151,State Value,State List
68152,Communication Channel,Wiki
68153,Action,Transition Feature
68154,At Location,Rules
68155,inquiry,study
68156,Simple Task,Abstract Task
68157,Org,Base
68158,Documentation,State
68159,Meeting,Person
68160,Button Field,Input Element
68161,ticket,Contents
68162,Connecting Object,Flow Object
68163,Output Pin,Control Output
68164,Baseagent,Act
68165,Flight,Plane
68166,Grid,World
68167,Logarithmic Trend,Trend
68168,Unique_key,Key
68169,Concept,Attribute
68170,Interaction,Variable
68171,Base Domain,Text
68172,Entity Holder,Entity Interface
68173,Entity,Generic Component
68174,Asistente,Eventos
68175,Row,Table Impl
68176,Verkaufsladen,Geschäft
68177,atrociousness,end_product
68178,Folder,Document
68179,Rest Controller,Exception Handler
68180,Pizza,Ingredient
68181,Exp,Access
68182,Title,Title
68183,Angestellter,Dozent
68184,Commented Element,Java Class
68185,Surface,Shape
68186,Class,Annotateable
68187,Update Mul,Update Expression
68188,Css Block,Template
68189,Single Site,Site
68190,Expression Constraint,Base Script
68191,Signal,Statemachine
68192,streptococcus tonsilitis,lipchitz
68193,logic_gate,case
68194,Nombre Calificado,economic_value
68195,Parser Model,local_anesthetic
68196,flooring,stuff
68197,Simple,Complex
68198,Datenausgabe,Datenobjekt
68199,Expression Range,Expression
68200,Relation,Multiplicity
68201,expression,expression_linha
68202,Pattern,Constraint
68203,System,Compte
68204,Piege,Priced Element
68205,Generic Expression,Verification Expression
68206,Location Activity,Relationship
68207,Item,Item List
68208,Rpc Statement,Submodule Statement
68209,Question Base,Question Condition
68210,Type,Specification
68211,life,syringa josikaea
68212,Catalog Metadata,catalogue
68213,Tronchino Sinistro,Tronchino
68214,baby powder,deadhead
68215,economic_value,pacific yew
68216,Type Assignment,Choice Type
68217,Matplotlib Chart,Chart
68218,Parameter Declaration,Function
68219,String Value,Attribute
68220,Annotation,Key Ref
68221,Guard,Port Peek
68222,References Name,Ref
68223,Const Decl,Const Literal
68224,Element,Structure
68225,Attraktion,Fahrgeschäft
68226,Model,Db Type
68227,Job,Coordinator Job
68228,Dependee Link,Intention
68229,Binding Source,Binding
68230,Optimization,Criteria
68231,Proposition,Before
68232,Field,Figure
68233,Iteration Statement,For Statement
68234,Expression,Multiplicacion
68235,Match,Difference
68236,Restriction,Complex Content
68237,Dsl Resource,Dsl Module
68238,Priced Element,Escouade
68239,Property Pattern,Response
68240,Claim,Reasoning Element
68241,Dirichlet Prior,Action
68242,bishopric,ally
68243,Beginbib,Bibliography
68244,Int Const,Constant
68245,Expression,Assign
68246,Resource,Machine Image
68247,Location,Active
68248,Annotation Instance,Annotable
68249,gens,Component Set
68250,Binding Model,Flexo Concept
68251,Search,Condition
68252,Actor,Generic Component
68253,Intermediary,Provider
68254,Megal Link,Megal Entity
68255,Div,Binary Expression
68256,Type Parameter,Type Access
68257,Action,Action Inst
68258,Type Reference,Annotation Expression
68259,result,end
68260,Control Flow,Assiete
68261,Parameter,Symbol
68262,Composite Task,Simple Task
68263,Dsl Attribute,Dsl Property
68264,Binding,Interface
68265,Edge Toak,Alaska
68266,Product Aspect,Product Entity
68267,Problem Diagram,nexus
68268,Product Class,Classes
68269,Operation,Profile Transition
68270,Link Binding,Member
68271,Meta Rule,Meta Expr
68272,Model Element,Interaction
68273,supernaturalness,mathematical_function
68274,Curvilinear Coordinates,co-ordinate
68275,String Type,Constant
68276,Base Model,continuity
68277,Component Instance,tallness
68278,Location,Project
68279,Workitem,Worksheet
68280,Control Structure,If
68281,Base Type,constituent
68282,Dynamic Abstraction,Object
68283,Statement,Goodbye
68284,yield_expr,testlist
68285,Bad Guys,Crab
68286,Operation Sig,Basic Context
68287,Port,composite
68288,gens,Base Value
68289,Entity Atribute,Data Type
68290,Row,Policy
68291,fowl,fathead
68292,Instance,Environment
68293,Official,Supervisor
68294,Ensemble Definition,Role Definition
68295,misprint,Variable
68296,Identifiable Entity,Competitor
68297,Types,Referenceable
68298,Role Lane,Business Element
68299,Base Objects,Value
68300,degree,bunch
68301,Function,Statement List
68302,Configuration,Package
68303,Catch Statment,Parameter
68304,Variable Class,Type
68305,Room,Theater
68306,Functional Architecture,Abstract Model
68307,Adm Crit,Expression
68308,Interaction,join
68309,Tr Point,State Graph
68310,State Variable,Trigger
68311,Event,Coffee Break
68312,Subjective Assessment,Executed Assessment
68313,Language Definition,Animator Project
68314,Record,Result
68315,Int Constant,condition
68316,booking,users
68317,Comma,Base Comma
68318,Procedimiento,Aplicacion
68319,Designation,Word
68320,Recv Stmt,Expression List
68321,Composant,Element
68322,Player,Booking
68323,Elem Sequence,Container Element
68324,If Expression,Assigned Value
68325,Object Concept,Noun Concept
68326,Condition,When
68327,Revision,File Link
68328,argument,glade
68329,Entity Type,Add Responsibility
68330,Repository,Root Repository
68331,File Path,Download
68332,Application,Group
68333,Expansion Region,Element
68334,Profesor,Elementos Primarios
68335,Enum,Attributes
68336,Absolute Schedule,Schedule Part
68337,Feature Func,Delta Store
68338,Child4,Root Class
68339,Add Class,Add Concept
68340,Track Segment,Scenario
68341,Model Fastfst,Twr File
68342,Component,Robot
68343,Def,Expr
68344,sexual_intercourse,Base Edge
68345,quarrel,horned whiff
68346,Value Expression,Simple Expression
68347,writing,User
68348,Domain Model,View Section
68349,Infrastructure,Indexing Service
68350,Menu Element,Template Element
68351,Flat Model,Molecular Species
68352,Vec3,Axis
68353,demonstrator,Programa
68354,Base Start,Value
68355,Data Class,Reference Type
68356,Other,Main
68357,Not,Literal
68358,Selection,pick
68359,fond_regard,hereford
68360,Class,Property
68361,Scene,Text
68362,Component,Slot
68363,Objeto,Base Acciones
68364,Operator,Composite Rule
68365,Selector Condition,Pseudo
68366,record_definition,record_type_definition
68367,State Ref,Logic Term
68368,Flexo Concept,Flexo Concept
68369,Interface,Effect
68370,Counter Measure,Risk
68371,Internal,Text
68372,Mix,Instruction
68373,Resource Consumer,Memory
68374,Logic Expression,And
68375,economic_value,platycladus orientalis
68376,Operation,External Docs
68377,Orphan Type,Model
68378,Animation,Linear Plot
68379,Variable Ref,Constant Declaration
68380,Provider,Municipality
68381,co-worker,economic_value
68382,visual_image,beginning
68383,Base University,Program
68384,family hydnaceae,case
68385,Transition,Base Region
68386,Element,Simple Name
68387,Div,Point
68388,Image,Section Content
68389,scabbard,ney
68390,Data Definition,Comment Column
68391,Magazine,Reader
68392,Enum Val,Domain Element
68393,Binding,Named Element
68394,argumentation,Decl
68395,Define,Cipher
68396,Area,components
68397,Rotation,Coordinate
68398,external_declaration,function_definition
68399,Namedelement,Named Element
68400,Identifiable,Process
68401,user_interface,user_interface
68402,Element Modele,Evenement
68403,Subject,Element Type
68404,Sensor,Lidar
68405,Inscription,Labeled Element
68406,Valueable,Literal
68407,Function Unit,Operation
68408,Activity,Declare Model
68409,Configuration,Process Collocation
68410,map,Map
68411,Tuple Exp,Expression
68412,Domainmodel,Elements
68413,size,filter
68414,Num Operand,Operand
68415,Dyn Precedence,Precedence
68416,Var Declaration,Case
68417,Rule,Rule Owner
68418,Action,Move Absolute
68419,Element,Operator
68420,Updates,Uniform Natural
68421,List Expression,Generator
68422,Field,Template
68423,Sensor,Location
68424,Artifact,Deployment Specification
68425,Class Name,Class Name
68426,Container,Panel
68427,Screen,Screen
68428,Criticos,Estados
68429,Haxe Class,Haxe Constructor
68430,Test239,Test238
68431,Operator,Upper Case
68432,Request Mapping,Delete Mapping
68433,Document,Home Page
68434,python molurus,secondary_coil
68435,Reference Type,Class
68436,Property,Sprite
68437,Widget,Ui Model
68438,Action,Info Niveau
68439,Information Type,Named Element
68440,molecule,Sig
68441,Define Variables,Program
68442,Bezier Point,Point
68443,Siembra,Agua
68444,Subsets,Entry Element
68445,Parameter Set,Named Element
68446,Class Path,Path Element
68447,Element,Cell
68448,Aspect,View Item
68449,Option,Question
68450,Robot Knowledge,Position
68451,Commis,Personne
68452,Declaration,Interface Declaration
68453,If Statement,If Block
68454,Child Definition,Role Definition
68455,Enumerated Indicator,Key Indicator
68456,Attribute,Environment Attribute
68457,Environment,Emacs Package
68458,Connection,Job Tool
68459,kid,superintendent
68460,Interface,Port
68461,Tariff,Volume Payment
68462,Form,Element Relationship
68463,Config,Import
68464,Business Role,Business Collaboration
68465,List,First
68466,participant,visibility
68467,tobit,prociphilus
68468,Math,Object
68469,Sum,Left
68470,Binary Expression,Nand Expression
68471,Direction,Unit
68472,Aggregate Root,Command
68473,Attribut,Type
68474,Relationship,Web Application
68475,Feature,Workbench
68476,Syntax,Row Spec
68477,gizeh,economic_value
68478,Data,Concatenation Expression
68479,Action,Min
68480,Feature Parameter,Java Class
68481,Name,Languge
68482,cuckoo-bumblebee,connexion
68483,Function,Component
68484,Person,Vcs Repository
68485,left_wing,gun_trigger
68486,Componente,Listado
68487,Block Scope,Scope
68488,Information Flow,Item Flow
68489,Col Element,Table
68490,Name,Object
68491,Base Param,Value
68492,Formal Params,Formal Param
68493,Implies,Bidirectional
68494,look,Int Constant
68495,Documented Statement,Statement Sequence
68496,Bar1,Socket
68497,Template,Concern Element
68498,Mouse,Hardkey
68499,Branding,Component
68500,Enumeration Iterator,Iterator
68501,Port,Relation
68502,Dia,Aula Horario
68503,Conducting Equipment,Equipment
68504,Input Wrapper,Header
68505,Application Component,Application Collaboration
68506,Parameter Sequence,Procedure Definition
68507,Tuple Measurement,Measurement
68508,Default Statement,Leaf Substatement
68509,Material,Value
68510,Signal Declaration,Transition Declaration
68511,Attach Detach,Seq Stmt
68512,Spec4,Element
68513,economic_value,peace offering
68514,Dfn,Inline
68515,methapyrilene,statute_title
68516,economic_value,artocarpus communis
68517,Duration Artifact,Audio Book
68518,Dsl Subscribe,Dsl Consumer
68519,method_acting,variable_quantity
68520,World Cup,Universe
68521,Event Reference,Receive Message
68522,Abstract Statement,Return Statement
68523,E10,E50
68524,Weaving Model,Virtual Element
68525,Entity,Specialization Relationship
68526,economic_value,carrying cost
68527,Property Name,Decl
68528,listing,Definition
68529,Remote Container,Remote Object
68530,Root,Specification
68531,Transformer_configuration,Transformer
68532,Button,Containement
68533,Order,Order Product
68534,Rule Assignment,Function Assignment
68535,Person,Sistedes Member
68536,william walton,gens
68537,In Terminal,Id
68538,Application Interaction,Application Interaction
68539,economic_value,butyric acid
68540,Use Template,Content Element
68541,init,agent
68542,Trust Root,Metric
68543,Context Description,Node
68544,Feature,Single Utility
68545,Tray,Base Transformer
68546,Shown By,economic_value
68547,Stmt,Loop
68548,Logical Source,Referenceable
68549,Main Class,Statement
68550,Min Agregate,Aggregate
68551,Destination Pid,Pid
68552,Reset Event,Arg
68553,Position,Matrix
68554,Repository Location,Exclude Location
68555,Base Association,Association
68556,Coding Task,And Join1
68557,buckyball,tabular_array
68558,Node,Loop
68559,Glossar Entry,Glossar
68560,Import Closure,Imports
68561,Ports,Component
68562,Par Stmt,Statement
68563,Subsets,Subset
68564,Patient Record,Record
68565,Location Type,Vertex Type
68566,Local Port,Port
68567,economic_value,gondolier
68568,Int Enum,Value
68569,Linked Object,Action
68570,Presentation Model,View Activity
